,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_adjective,next_word_index_noun,next_word_index_verb_count,next_word_index_adjective_count,next_word_index_noun_count,predicted_pronunciation
93,dipahami,id,verb,/dipahami/,yɶɶy,Understood,505:569:761:880:937:1007:1024:1026:1066:1216,17:34:148:153:244:250:332:353:358:403:544:788:1157,599:624:626:732:750:763:783:817:819:858:879:885:914:966:971:1015:1029:1087:1092:1123:1131:1178:1181:1186:1192:1207:1227:1238:1285:1330:1460:1500:1508:1549:1555:1579:1598,10,13,37,makan
94,catatan,id,verb,/tʃatatan/,ɶɶɶm,Note,282:724:798:983:1231:1503,12:984:1001:1013:1344,728:820:866:871:946:997:1036:1221:1222:1259:1261:1291:1630,6,5,13,sm
95,明るい,ja,adjective,/akaɾɯi/,ɶɶuy,bright,22:98:100:111:290:306:311:377:572:886:887:1098:1194:1217:1282,942:1381:1499:1602,615:737:823:827:838:868:1071:1075:1083:1126:1137:1152:1196:1223:1224:1249:1262:1263:1552:1613:1617:1649:1654:1658,15,4,24,tada
96,awam,id,verb,/awam/,ɶɶm,lay,139:215:246:283:457:474:479:540:542:811:1377,87:105:231:458:462:537:764,611:617:618:647:663:674:679:681:744:759:774:813:831:872:876:917:930:968:1204:1239:1273:1313:1361:1607:1624,11,7,25,ukum
97,계산하다,ko,verb,/kje̞sʰa̠nɦa̠da̠/,øɶɶɶ,Calculate,117:214:326:378:799:824:835:916:988:1096:1211:1342:1355:1428:1537,30:51:77:135:219:233:265:361:423:636:1018:1079:1623,697:721:727:730:745:769:807:843:846:859:864:878:897:905:934:1011:1017:1025:1072:1088:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,15,13,33,sanai
98,mengakui,id,verb,/məŋakui/,əɶuy,admit,22:100:306:377:710:886:887:1098:1194:1217:1282,95:286:942:1381:1602,629:635:696:737:823:825:827:838:868:1071:1075:1083:1137:1152:1196:1223:1224:1249:1262:1263:1272:1297:1552:1613:1617:1649:1654:1658,11,5,28,tʃaka
99,인식하다,ko,verb,/inɕʰikʰa̠da̠/,ymyɶɶ,Cognize,7:336:356:397:775:826:850:999:1093:1401:1575:1588:1635:1637,78:80:81:415:445:802:991:1134:1212:1445:1473:1545,597:598:608:661:673:677:792:800:803:828:841:874:940:958:959:960:1064:1078:1110:1146:1187:1230:1244:1256:1260:1295:1302:1336:1444:1465:1597:1604:1641,14,12,33,pauida
100,saluti,eo,verb,/saluti/,ɶuy,salute,98:111:290:311:377:572:710:886:1098:1194:1282,95:286:942:1381:1499:1602,615:629:635:696:737:823:825:827:838:868:1071:1075:1083:1126:1137:1152:1196:1223:1224:1249:1262:1263:1272:1297:1613:1617:1649:1654,11,6,28,jak
101,동의하다,ko,verb,/to̞ŋɰiɦa̠da̠/,oyɶɶ,Agree,7:336:356:397:775:826:850:999:1093:1401:1575:1588:1635:1637,78:80:81:415:445:802:991:1134:1212:1445:1473:1545,597:598:608:661:673:677:792:800:803:828:841:874:940:958:959:960:1064:1078:1110:1146:1187:1230:1244:1256:1260:1295:1302:1336:1444:1465:1597:1604:1641,14,12,33,ai
102,kucai,id,adjective,/kutʃai/,uɶy,Kucai,325:848:1081:1127:1337:1412:1420,119:165:294:430:521:797:1200:1219,601:668:680:770:818:830:854:957:1049:1053:1170:1214:1237:1241:1305:1315:1333:1348:1357:1523:1546:1651,7,8,22,mi
103,刈る,ja,verb,/kaɾɯ/,ɶu,mow,202:260:261:488:492:493:533:555:560:952:1161:1311:1397,188:206:263:279:490:495:577:927:1112:1367:1393,642:829:884:923:948:953:1030:1032:1063:1117:1171:1275:1350:1396:1399:1410:1476:1494:1534:1543:1550:1562:1582:1608:1620:1634:1647,13,11,27,məmai
104,menuai,id,verb,/mənuai/,əuɶy,reap,325:848:1081:1127:1337:1412:1420,119:165:294:430:521:797:1200:1219,601:668:680:770:818:830:854:957:1049:1053:1170:1214:1237:1241:1305:1315:1333:1348:1357:1523:1546:1651,7,8,22,ika
105,파란,ko,adjective,/pʰa̠ɾa̠n/,ɶɶm,blue,29:56:96:143:196:215:283:295:429:474:522:811:1377:1496,42:89:182:192:285:371:512:764,611:618:646:647:674:679:707:744:759:774:813:831:872:876:917:1107:1204:1239:1273:1313:1361:1607:1624,14,8,23,sai
106,cheat,en,verb,/ˈtʃit/,yb,cheat,461:500:527:553:718:888:954:1188,372:924:1210,832:844:893:928:950:1172:1174:1232:1251:1326:1338:1347:1379:1407:1516:1536:1541,8,3,17,moto
107,seamy,en,adjective,/ˈsimi/,yy,seamy,354:408:425:595:840:901,113:203:1423,691:833:890:949:1177:1276:1307:1448:1495:1521:1528:1539:1540:1548:1563:1571:1580:1643:1645,6,3,19,mida
108,파리,ko,adjective,/pʰa̠ɾi/,ɶy,Paris,164:316:318:475:477:496:528:834:1113:1115:1173:1175:1529,190:392:426:498:515:558:594:1116:1253:1400,596:649:651:664:670:892:898:1031:1119:1166:1308:1322:1374:1376:1455:1531:1567:1626:1628:1631,13,10,20,sai
109,부담하다,ko,verb,/puda̠mɦa̠da̠/,uɶɶɶ,Bear,117:214:326:378:799:824:835:916:988:1096:1211:1342:1355:1428:1537,30:51:77:135:219:233:265:361:423:636:1018:1079:1623,697:721:727:730:745:769:807:843:846:859:864:878:897:905:934:1011:1017:1025:1072:1088:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,15,13,33,katʃau
110,juara,id,adjective,/dʒuara/,uɶɶ,champion,1:14:63:90:227:276:307:782:837:1035:1061:1103:1318:1490:1522,28:405:435:1225:1303:1642,613:687:717:729:743:776:789:816:980:1046:1099:1145:1286:1290:1329:1359:1389:1435:1526:1621,15,6,20,ifi
111,diketahui,id,verb,/dikətahui/,yəɶuy,is known,22:100:306:377:710:886:887:1098:1194:1217:1282,95:286:942:1381:1602,629:635:696:737:823:825:827:838:868:1071:1075:1083:1137:1152:1196:1223:1224:1249:1262:1263:1272:1297:1552:1613:1617:1649:1654:1658,11,5,28,mumi
112,amuk,id,verb,/amuʔ/,ɶub,Amuk,433:847:913:1316:1504,839:1070:1179,767:944:962:967:985:1057:1309:1395:1489:1652,5,3,10,obi
113,시시,ko,adjective,/ɕʰiɕʰi/,yy,City City,352:578:840,107:156:167:384:552:573:1423,688:691:890:949:1276:1307:1409:1495:1521:1528:1539:1540:1548:1563:1571:1643:1645,3,7,17,baŋun
114,바다,ko,adjective,/pa̠da̠/,ɶɶ,Sea,150:386:406:513:556:576:579:842,154:205:274:314:452:525:536:549:570:882:1432:1511,625:648:667:695:706:889:951:1060:1162:1182:1398:1421:1501:1515:1527:1533:1538:1554:1581:1589:1612:1625:1648,8,12,23,izka
115,대답하다,ko,verb,/tɛ̝da̠pʰa̠da̠/,œɶɶɶ,Answer,117:214:326:378:799:824:835:916:988:1096:1211:1342:1355:1428:1537,30:51:77:135:219:233:265:361:423:636:1018:1079:1623,697:721:727:730:745:769:807:843:846:859:864:878:897:905:934:1011:1017:1025:1072:1088:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,15,13,33,sas
116,plead,en,verb,/ˈpɫid/,yb,plead,461:500:527:553:718:888:954:1188,372:924:1210,832:844:893:928:950:1172:1174:1232:1251:1326:1338:1347:1379:1407:1516:1536:1541,8,3,17,solida
117,masalah,id,verb,/masalah/,ɶɶɶ,problem,5:11:15:97:109:115:133:146:171:176:179:214:259:270:308:326:328:373:453:799:824:916:988:1096:1211:1342:1355:1428:1537:1618,30:51:77:129:163:233:265:361:423:636:1018:1079:1623,645:653:697:721:727:730:769:807:843:846:859:864:878:897:934:1017:1021:1025:1072:1088:1090:1091:1100:1101:1136:1189:1190:1292:1317:1334:1456:1568,30,13,32,toŋɡwada
118,haus,id,adjective,/haus/,ɶub,thirsty,433:847:913:1316:1504,839:1070:1179,767:944:962:967:985:1057:1309:1395:1489:1652,5,3,10,mabu
119,重大,ja,adjective,/dʑɯɯdai/,buuɶy,Serious,52:104:125:325:365:410:422:466:848:1081:1127:1337:1412:1420,102:124:797:1200,770:830:854:899:957:1049:1053:1214:1237:1241:1305:1312:1333:1357:1446:1523:1546:1638:1651,14,4,19,tuŋi
120,곱하다,ko,verb,/ko̞pʰa̠da̠/,oɶɶ,multiply,867:996:1265:1468,200:258:741:941:945:969:1293:1368:1640,686:736:760:781:809:810:814:849:894:931:1003:1022:1084:1150:1198:1257:1439,4,9,17,iz
121,이야기,ko,verb,/ija̠ɡi/,yɶy,story,201:320:360:411:418:1074:1106:1218:1274,3:50:67:375:385:434:441:481:534:719:752:989:1270:1403:1404,614:620:669:678:711:768:787:851:935:947:987:1068:1125:1148:1233:1247:1288:1298:1325:1328:1388:1416:1434:1458:1487:1488:1519:1525:1564:1572:1609:1615:1659,9,15,33,toi
122,부족하다,ko,verb,/pud͡ʑo̞kʰa̠da̠/,uboɶɶ,Lack,867:996:1265:1468,200:258:741:941:945:969:1293:1368:1640,686:736:760:781:809:810:814:849:894:931:1003:1022:1084:1150:1198:1257:1439,4,9,17,koi
123,tuja,eo,adjective,/tuia/,uyɶ,immediate,24:75:134:229:335:363:413:467:567:822:920:1430:1433:1461,151:173:396:592:907:1193:1657,689:708:739:853:883:975:1002:1008:1010:1082:1120:1140:1195:1258:1301:1366:1413:1437:1510:1591,14,7,20,kiɡap
124,mubazir,id,adjective,/mubazir/,uɶy,wasteful,325:848:1081:1127:1337:1412:1420,119:165:294:430:521:797:1200:1219,601:668:680:770:818:830:854:957:1049:1053:1170:1214:1237:1241:1305:1315:1333:1348:1357:1523:1546:1651,7,8,22,tadʒam
125,memulai,id,verb,/məmulai/,əuɶy,start,325:848:1081:1127:1337:1412:1420,119:165:294:430:521:797:1200:1219,601:668:680:770:818:830:854:957:1049:1053:1170:1214:1237:1241:1305:1315:1333:1348:1357:1523:1546:1651,7,8,22,iaŋ
126,hijau,id,adjective,/hidʒau/,yɶu,green,10:35:72:82:158:220:288:420:473:484:502:523:532:1102:1250,70:212:483:539:1304:1454,600:605:606:612:637:704:726:751:791:794:804:808:855:891:936:979:992:998:1034:1037:1054:1056:1069:1073:1122:1203:1343:1364:1373:1483:1530:1574:1585:1653,15,6,34,aɡiada
127,卑しい,ja,adjective,/ijaɕii/,yɶyy,Vice,19:25:58:140:181:208:222:242:327:359:785:796:911:1139:1380:1408:1429:1442,873:1043:1281:1356:1603,735:740:748:777:856:910:921:955:982:986:993:1038:1040:1041:1048:1052:1130:1151:1158:1242:1451:1480,18,5,22,takut
128,ramai,id,adjective,/ramai/,ɶɶy,crowded,505:569:761:880:937:1007:1024:1026:1066:1216,17:34:148:153:244:250:332:353:358:403:544:788:1157,599:624:626:732:750:763:783:817:819:858:879:885:914:966:971:1015:1029:1087:1092:1123:1131:1178:1181:1186:1192:1207:1227:1238:1285:1330:1460:1500:1508:1549:1555:1579:1598,10,13,37,sovadʒa
129,달하다,ko,adjective,/ta̠ɾɦa̠da̠/,ɶɶɶ,accomplish,117:214:326:378:799:824:835:916:988:1096:1211:1342:1355:1428:1537,30:51:77:135:219:233:265:361:423:636:1018:1079:1623,697:721:727:730:745:769:807:843:846:859:864:878:897:905:934:1011:1017:1025:1072:1088:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,15,13,33,mətifasi
130,menyajikan,id,adjective,/məɲadʒikan/,əɶyɶm,Presenting,1006:1226:1319:1345:1353:1440:1491:1505,731:1279:1351:1363,861:1077:1208:1236:1240:1370:1419:1431:1459,8,4,9,lau
131,bergairah,id,adjective,/bərgairah/,əɶyɶ,passionate,88:141:485:716:862:1051:1300:1358:1360:1514:1518:1570:1587,0:27:39:137:195:197:225:251:272:321:538:580:869:973:978:1128:1497,621:633:650:714:742:756:795:812:933:939:963:977:1012:1016:1089:1094:1095:1133:1149:1154:1284:1472:1517:1627:1660,13,17,25,kɥi
132,올리다,ko,verb,/o̞ɭʎida̠/,oyɶ,raise,1197:1306:1415,64:178:232:266:287:330:424:464:753:772:943:990:1153:1289:1463,693:784:805:863:919:1000:1050:1067:1213:1245:1269:1372:1443:1474:1633:1646,3,15,16,sama
133,요약하다,ko,verb,/joja̠kʰa̠da̠/,oɶɶɶ,summarize,117:214:326:378:799:824:835:916:988:1096:1211:1342:1355:1428:1537,30:51:77:135:219:233:265:361:423:636:1018:1079:1623,697:721:727:730:745:769:807:843:846:859:864:878:897:905:934:1011:1017:1025:1072:1088:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,15,13,33,pisan
134,들리다,ko,verb,/tɯɭʎida̠/,uyɶ,hear,369:822:920:1430:1433:1461,123:173:303:471:592:907:1193:1657,689:708:739:865:883:975:1002:1008:1010:1082:1120:1140:1195:1234:1258:1301:1366:1413:1482:1510:1591,6,8,21,bun
135,berbahaya,id,adjective,/bərbahaja/,əɶɶɶ,dangerous,5:11:15:97:109:115:133:146:171:176:179:214:259:270:308:326:328:373:453:799:824:916:988:1096:1211:1342:1355:1428:1537:1618,30:51:77:129:163:233:265:361:423:636:1018:1079:1623,645:653:697:721:727:730:769:807:843:846:859:864:878:897:934:1017:1021:1025:1072:1088:1090:1091:1100:1101:1136:1189:1190:1292:1317:1334:1456:1568,30,13,32,inika
136,홍보하다,ko,verb,/ɸʷo̞ŋbo̞ɦa̠da̠/,omoɶɶ,advertise,867:996:1265:1468,200:258:741:941:945:969:1293:1368:1640,686:736:760:781:809:810:814:849:894:931:1003:1022:1084:1150:1198:1257:1439,4,9,17,sinis
137,kavalira,eo,adjective,/kavalira/,ɶɶyɶ,knight,88:141:253:485:716:862:1051:1300:1358:1514:1518:1570:1587,0:73:131:869:973:978:1128:1254:1497,633:650:742:756:795:933:939:963:977:981:1012:1016:1089:1094:1095:1133:1149:1154:1284:1349:1472:1517:1616:1660,13,9,24,kata
138,mengadakan,id,verb,/məŋadakan/,əɶɶɶm,Over,282:724:798:983:1231:1503,12:984:1001:1013:1344,728:820:866:871:946:997:1036:1221:1222:1259:1261:1291:1630,6,5,13,akan
139,화상,ko,verb,/ɸwa̠sʰa̠ŋ/,ɶɶm,burn,29:56:96:143:196:215:283:295:429:474:522:811:1377:1496,42:89:182:192:285:371:512:764,611:618:646:647:674:679:707:744:759:774:813:831:872:876:917:1107:1204:1239:1273:1313:1361:1607:1624,14,8,23,ama
140,menyakiti,id,verb,/məɲakiti/,əɶyy,hurt,19:25:58:181:208:222:327:785:796:911:1139:1380:1408:1442,20:33:65:74:127:183:236:267:278:338:366:501:517:873:1281:1356:1603,604:734:735:740:748:777:910:921:982:986:993:1038:1040:1041:1048:1052:1130:1138:1151:1158:1242:1451:1480,14,17,23,ambiua
141,밝히다,ko,verb,/pa̠ɭkçida̠/,ɶyɶ,clarify,253:485:716:862:1051:1300:1358:1360:1514:1587,27:39:73:131:137:195:197:225:251:272:321:538:580:869:978:1128:1254,621:650:714:742:756:795:812:933:939:963:977:981:1012:1016:1089:1094:1095:1133:1154:1284:1349:1472:1517:1616:1627,10,17,25,baus
142,変わる,ja,verb,/kaɰᵝaɾɯ/,ɶɶu,change,722:780:1062:1191:1209:1268,166:738:870:1470,725:749:836:857:875:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,6,4,22,ipa
143,makan,id,verb,/makan/,ɶɶm,eat,139:215:246:283:457:474:479:540:542:811:1377,87:105:231:458:462:537:764,611:617:618:647:663:674:679:681:744:759:774:813:831:872:876:917:930:968:1204:1239:1273:1313:1361:1607:1624,11,7,25,i
144,웃음,ko,verb,/usʰɯm/,uum,laugh,510:877:1362,4:147:720,662:771:918:970:994:1080:1185:1248:1354,3,3,9,kuŋɡmada
145,가속하다,ko,verb,/ka̠sʰo̞kʰa̠da̠/,ɶoɶɶ,Accelerate,867:996:1265:1468,200:258:741:941:945:969:1293:1368:1640,686:736:760:781:809:810:814:849:894:931:1003:1022:1084:1150:1198:1257:1439,4,9,17,takut
146,자라다,ko,verb,/t͡ɕa̠ɾa̠da̠/,bɶɶɶ,grow,117:214:326:378:799:824:835:916:988:1096:1211:1342:1355:1428:1537,30:51:77:135:219:233:265:361:423:636:1018:1079:1623,697:721:727:730:745:769:807:843:846:859:864:878:897:905:934:1011:1017:1025:1072:1088:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,15,13,33,pan
147,hukum,id,adjective,/hukum/,uum,law,144:211:237:379:877:1362,53:367:368:507:720,683:771:918:970:994:1080:1248:1354,6,5,8,inikada
148,사나이,ko,adjective,/sʰa̠na̠i/,ɶɶy,man,44:46:84:86:91:93:210:226:238:252:269:298:380:503:505:761:880:937:1007:1024:1026:1066:1216,17:34:68:128:153:157:244:250:332:339:353:358:403:416:544:788:1157,599:624:626:732:750:783:817:819:858:879:966:971:1015:1092:1108:1123:1131:1144:1178:1186:1192:1207:1227:1238:1285:1330:1426:1457:1460:1500:1506:1547:1549:1579:1598,23,17,35,bəkilau
149,소기,ko,verb,/sʰo̞ɡi/,oy,laughing gas,347:547:568:904:926:1033:1229:1252:1532:1560,170:381:1513,705:881:903:925:1114:1314:1323:1365:1369:1424:1479:1509:1512:1544:1586:1655,10,3,16,kanaimi
150,cakar,id,verb,/tʃakar/,ɶɶ,claw,342:387:508:546:550:559:574:590:842,114:274:494:692:882:1432:1511,667:695:706:715:951:1060:1162:1182:1398:1421:1501:1515:1527:1533:1538:1554:1581:1589:1612:1625:1632:1648:1656,9,7,23,spm
151,빨아들이다,ko,adjective,/p͈a̠ɾa̠dɯɾida̠/,ɶɶuyɶ,Suck,369:822:920:1430:1433:1461,123:173:303:471:592:907:1193:1657,689:708:739:865:883:975:1002:1008:1010:1082:1120:1140:1195:1234:1258:1301:1366:1413:1482:1510:1591,6,8,21,məmami
152,焼く,ja,verb,/jakɯ/,ɶu,Bake,202:260:261:488:492:493:533:555:560:952:1161:1311:1397,188:206:263:279:490:495:577:927:1112:1367:1393,642:829:884:923:948:953:1030:1032:1063:1117:1171:1275:1350:1396:1399:1410:1476:1494:1534:1543:1550:1562:1582:1608:1620:1634:1647,13,11,27,idiada
153,粗い,ja,adjective,/aɾai/,ɶɶy,rough,44:46:84:86:91:93:210:226:238:252:269:298:380:503:569:761:880:937:1007:1026:1066:1216,68:128:148:157:339:416:788:1157,732:750:763:783:817:819:879:885:914:966:971:1015:1029:1087:1092:1108:1123:1131:1144:1178:1181:1192:1207:1227:1238:1285:1426:1457:1460:1500:1506:1508:1547:1549:1555:1579:1598,22,8,37,asai
154,kasar,id,adjective,/kasar/,ɶɶ,Rough,342:387:508:546:550:559:574:590:842,114:274:494:692:882:1432:1511,667:695:706:715:951:1060:1162:1182:1398:1421:1501:1515:1527:1533:1538:1554:1581:1589:1612:1625:1632:1648:1656,9,7,23,jatn
155,tease,en,verb,/ˈtiz/,yb,tease,461:500:527:553:718:888:954:1188,372:924:1210,832:844:893:928:950:1172:1174:1232:1251:1326:1338:1347:1379:1407:1516:1536:1541,8,3,17,idonada
156,mealy,en,adjective,/ˈmiɫi/,yy,mealy,354:408:425:595:840:901,113:203:1423,691:833:890:949:1177:1276:1307:1448:1495:1521:1528:1539:1540:1548:1563:1571:1580:1643:1645,6,3,19,diuba
157,memarahi,id,adjective,/məmarahi/,əɶɶy,Scolding,505:569:761:880:937:1007:1024:1026:1066:1216,17:34:148:153:244:250:332:353:358:403:544:788:1157,599:624:626:732:750:763:783:817:819:858:879:885:914:966:971:1015:1029:1087:1092:1123:1131:1178:1181:1186:1192:1207:1227:1238:1285:1330:1460:1500:1508:1549:1555:1579:1598,10,13,37,kadakai
158,叱る,ja,verb,/ɕikaɾɯ/,yɶu,Scold,271:469:703:1102,126:235:334:539:1304:1454,612:726:751:791:794:804:808:855:860:891:936:979:998:1005:1034:1037:1054:1056:1069:1073:1122:1135:1203:1343:1373:1386:1483:1530:1574:1585:1599:1653,4,6,32,məŋanalisa
159,사실,ko,verb,/sʰa̠ɕʰiɭ/,ɶy,Actually,164:316:318:475:477:496:528:834:1113:1115:1173:1175:1529,190:392:426:498:515:558:594:1116:1253:1400,596:649:651:664:670:892:898:1031:1119:1166:1308:1322:1374:1376:1455:1531:1567:1626:1628:1631,13,10,20,oini
160,tweed,en,verb,/ˈtwid/,yb,tweed,461:500:527:553:718:888:954:1188,372:924:1210,832:844:893:928:950:1172:1174:1232:1251:1326:1338:1347:1379:1407:1516:1536:1541,8,3,17,dʒina
161,모토,ko,adjective,/mo̞tʰo̞/,oo,motto,37:322:323:432:449:566:586:587:754:1059:1502,273:333:428:437:895,657:1160:1169:1335:1339:1346:1387:1450:1535:1577:1629,11,5,11,pamaŋada
162,미라,ko,adjective,/miɾa̠/,yɶ,Mummy,444:518:1235,351:575:582:1228:1452:1573,699:896:1176:1321:1481:1542:1559:1578:1650,3,6,9,bau
163,가하다,ko,adjective,/ka̠ɦa̠da̠/,ɶɶɶ,inflict,117:214:326:378:799:824:835:916:988:1096:1211:1342:1355:1428:1537,30:51:77:135:219:233:265:361:423:636:1018:1079:1623,697:721:727:730:745:769:807:843:846:859:864:878:897:905:934:1011:1017:1025:1072:1088:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,15,13,33,kad
164,bati,eo,verb,/bati/,ɶy,beat,159:315:316:345:350:475:528:554:585:834:1113:1173:1332:1595,108:190:262:348:392:426:438:498:515:558:594:1116:1253:1400,596:616:649:651:656:664:665:670:682:713:892:898:1031:1119:1166:1308:1322:1374:1376:1455:1507:1531:1561:1567:1594:1596:1626:1628:1631,14,14,29,pakti
165,薄暗い,ja,adjective,/ɯsɯgɯɾai/,uuuɶy,dim,52:104:125:325:365:410:422:466:848:1081:1127:1337:1412:1420,102:124:797:1200,770:830:854:899:957:1049:1053:1214:1237:1241:1305:1312:1333:1357:1446:1523:1546:1638:1651,14,4,19,masu
166,kacau,id,adjective,/katʃau/,ɶɶu,Chaotic,6:9:13:60:142:177:216:239:243:277:310:331:337:340:355:362:412:451:487:511:722:780:1062:1191:1209:1268,23:655:738:870:1470,627:632:638:644:652:654:666:675:684:700:709:725:857:875:900:915:965:976:1027:1058:1118:1156:1180:1341:1441:1556:1593,26,5,27,poki
167,leafy,en,adjective,/ˈɫifi/,yy,leafy,354:408:425:595:840:901,113:203:1423,691:833:890:949:1177:1276:1307:1448:1495:1521:1528:1539:1540:1548:1563:1571:1580:1643:1645,6,3,19,fotika
168,mumi,id,adjective,/mumi/,uy,mummy,184:346:440:476:491:922:1167:1394:1606,344:551:563:1324:1378:1405,610:641:902:1164:1320:1375:1520:1576:1592,9,6,9,tanada
169,보리,ko,verb,/po̞ɾi/,oy,barley,347:547:568:904:926:1033:1229:1252:1532:1560,170:381:1513,705:881:903:925:1114:1314:1323:1365:1369:1424:1479:1509:1512:1544:1586:1655,10,3,16,bəkilau
170,hobi,id,adjective,/hobi/,oy,hobby,149:169:187:347:391:547:548:568:581:904:926:1033:1229:1252:1532:1560,186:264:381:431:439:530:557:1513,705:881:903:925:1114:1168:1314:1323:1365:1369:1424:1509:1544:1586:1655,16,8,15,naiva
171,찬양하다,ko,verb,/t͡ɕʰa̠ɲja̠ŋɦa̠da̠/,bɶɶɶɶ,Praise,117:214:326:378:799:824:835:916:988:1096:1211:1342:1355:1428:1537,30:51:77:135:219:233:265:361:423:636:1018:1079:1623,697:721:727:730:745:769:807:843:846:859:864:878:897:905:934:1011:1017:1025:1072:1088:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,15,13,33,bodo
172,bangun,id,adjective,/baŋun/,ɶum,Wake up,32:357:370:374:395:421:974:1124:1453:1611,18:66:193:204:245:255:256:299:393:1111,602:733:786:906:938:1020:1055:1246:1266:1569,10,10,10,ladʒa
173,mulia,id,adjective,/mulia/,uyɶ,noble,24:75:134:229:335:363:369:413:467:567:822:920:1430:1433:1461,123:151:303:396:471:907:1657,689:708:739:853:865:883:975:1002:1008:1010:1082:1120:1140:1195:1234:1258:1366:1413:1437:1482:1510:1591,15,7,22,saŋksŋada
174,静か,ja,adjective,/ɕizɯka/,yuɶ,quiet,45:55:248:497:571:995:1065:1283:1551,217:908:961:1477:1614,676:690:762:773:821:1085:1205:1206:1220:1287:1402:1418:1466:1469:1484:1524,9,5,16,sai
175,cabul,id,adjective,/tʃabul/,ɶub,While,433:847:913:1316:1504,839:1070:1179,767:944:962:967:985:1057:1309:1395:1489:1652,5,3,10,imaŋ
176,시작하다,ko,verb,/ɕʰid͡ʑa̠kʰa̠da̠/,ybɶɶɶ,Start,117:214:326:378:799:824:835:916:988:1096:1211:1342:1355:1428:1537,30:51:77:135:219:233:265:361:423:636:1018:1079:1623,697:721:727:730:745:769:807:843:846:859:864:878:897:905:934:1011:1017:1025:1072:1088:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,15,13,33,nakasan
177,探す,ja,verb,/sagasɯ/,ɶɶu,look for,722:780:1062:1191:1209:1268,166:738:870:1470,725:749:836:857:875:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,6,4,22,dʒoia
178,solida,eo,adjective,/solida/,oyɶ,solid,132:241:309:1197:1306:1414:1415,36:54:753:772:943:990:1153:1463,671:693:784:805:863:919:1000:1039:1050:1067:1213:1245:1269:1372:1443:1474:1633,7,8,17,mənakuti
179,통과하다,ko,verb,/tʰo̞ŋɡwa̠ɦa̠da̠/,omɶɶɶ,Pass,117:214:326:378:799:824:835:916:988:1096:1211:1342:1355:1428:1537,30:51:77:135:219:233:265:361:423:636:1018:1079:1623,697:721:727:730:745:769:807:843:846:859:864:878:897:905:934:1011:1017:1025:1072:1088:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,15,13,33,timi
180,mabuk,id,adjective,/mabuʔ/,ɶub,drunk,433:847:913:1316:1504,839:1070:1179,767:944:962:967:985:1057:1309:1395:1489:1652,5,3,10,tiada
181,organizi,eo,verb,/organizi/,oɶyy,to organize,140:242:359:785:796:911:1380:1429,20:33:65:74:127:183:236:267:278:338:366:501:517:873:1043:1281:1356:1603,604:734:735:740:777:856:910:921:955:982:986:993:1038:1040:1041:1048:1052:1130:1138:1151:1158:1242:1480,8,18,23,masam
