,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_noun,next_word_index_adjective,word_ch,word_id
113,ramai,id,adjective,/ramai/,ɶɶy,crowded,443:497:656:781:826:839:841:869,521:545:547:637:650:658:672:698:726:746:766:800:832:843:909:914:945:948:952:964:977:987:1056:1168:1200:1204:1238,14:30:131:135:214:220:297:315:319:356:476:676,挤,ramai
114,달하다,ko,adjective,/ta̠ɾɦa̠da̠/,ɶɶɶ,accomplish,102:186:291:336:684:702:709:891:1069:1194,609:633:647:690:716:727:731:742:755:760:779:830:834:840:874:885:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:120:191:204:235:322:374:556:835,完成,menyelesaikan
115,menyajikan,id,adjective,/məɲadʒikan/,əɶyɶm,Presenting,825:976:1048:1171,729:878:965:985:989:1081:1115:1139,636:1020:1067:1075,提出,menyajikan
116,bergairah,id,adjective,/bərgairah/,əɶyɶ,passionate,80:126:426:730:858:1072:1074:1179:1181:1227,543:554:568:626:644:653:680:693:778:804:831:833:886:889:890:915:929:1149:1259:1286,23:35:122:171:173:196:221:242:287:471:506:735:801,热情的,bergairah
117,올리다,ko,verb,/o̞ɭʎida̠/,oyɶ,raise,957:1037:1113,605:673:688:769:820:857:870:994:1011:1083:1151:1264:1273,56:156:203:236:257:295:375:407:663:784:1027:1141,增加,menaikkan
118,요약하다,ko,verb,/joja̠kʰa̠da̠/,oɶɶɶ,summarize,102:186:291:336:684:702:709:891:1069:1194,609:633:647:690:716:727:731:742:755:760:779:830:834:840:874:885:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:120:191:204:235:322:374:556:835,总结,meringkaskan
119,들리다,ko,verb,/tɯɭʎida̠/,uyɶ,hear,328:700:1121:1123:1140,602:620:642:732:744:822:827:829:881:907:955:983:1002:1034:1077:1111:1158:1175:1231,108:151:271:413:516:953:1284,听到,mendengar
120,berbahaya,id,adjective,/bərbahaja/,əɶɶɶ,dangerous,2:8:12:88:97:101:118:130:149:154:157:186:229:240:276:291:293:331:397:684:702:891:1069:1194:1253,564:571:609:633:690:716:727:731:742:755:779:834:837:840:874:885:887:894:916:950:1030:1046:1060:1137:1213,26:44:69:114:142:204:235:322:374:556:835,危险的,berbahaya
121,홍보하다,ko,verb,/ɸʷo̞ŋbo̞ɦa̠da̠/,omoɶɶ,advertise,817:1008:1146,600:641:655:670:691:692:695:719:752:776:823:838:883:926:958:1001:1128,176:228:643:786:799:1031:1079:1270,广告,mengiklankan
122,kavalira,eo,adjective,/kavalira/,ɶɶyɶ,knight,80:126:223:426:730:858:1072:1179:1181:1227,554:568:644:653:680:778:804:807:831:833:886:889:890:915:929:1149:1286,65:116:735:801,骑士,ksatria
123,mengadakan,id,verb,/məŋadakan/,əɶɶɶm,Over,252:683:809:981,634:733:737:787:818:846:972:973:1003:1004:1029:1262,9:821:1065,超过,mengadakan
124,화상,ko,verb,/ɸwa̠sʰa̠ŋ/,ɶɶm,burn,25:48:128:172:187:253:264:378:416:456:1086:1166,533:540:565:589:594:619:646:664:694:738:741:768:962:988:1015:1042:1256,37:81:160:168:255:330:447:659,烧伤,membakar
125,menyakiti,id,verb,/məɲakiti/,əɶyy,hurt,15:21:50:159:182:194:292:674:681:764:919:1087:1108,526:639:640:667:763:808:811:816:849:850:855:859:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:1021:1070:1242,伤害,menyakiti
126,밝히다,ko,verb,/pa̠ɭkçida̠/,ɶyɶ,clarify,223:426:730:858:1072:1074:1179:1227,543:568:626:644:653:680:693:778:804:807:831:833:886:889:890:915:929:1149:1259,23:35:65:116:122:171:173:196:221:242:287:471:506:735,阐明,menjelaskan
127,変わる,ja,verb,/kaɰᵝaɾɯ/,ɶɶu,change,630:865:951,632:649:710:725:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,145:736:1147,改变,perubahan
128,makan,id,verb,/makan/,ɶɶm,eat,124:187:216:253:401:416:421:472:474:1086,533:539:540:565:580:589:594:596:646:664:694:738:741:768:775:798:962:988:1015:1042:1256,79:95:202:402:405:470:659,吃,makan
129,가속하다,ko,verb,/ka̠sʰo̞kʰa̠da̠/,ɶoɶɶ,Accelerate,817:1008:1146,600:641:655:670:691:692:695:719:752:776:823:838:883:926:958:1001:1128,176:228:643:786:799:1031:1079:1270,加速,Mempercepat
130,자라다,ko,verb,/t͡ɕa̠ɾa̠da̠/,bɶɶɶ,grow,102:186:291:336:684:702:709:891:1069:1194,609:633:647:690:716:727:731:742:755:760:779:830:834:840:874:885:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:120:191:204:235:322:374:556:835,生长,tumbuh
131,사나이,ko,adjective,/sʰa̠na̠i/,ɶɶy,man,40:76:78:83:85:184:197:208:222:239:266:337:441:443:656:781:826:839:841:869,521:545:547:637:650:672:698:726:800:832:899:909:914:923:948:952:964:977:987:1056:1168:1172:1199:1200:1238,14:30:60:113:135:137:214:220:297:315:319:356:367:476:676,男子,manusia
132,소기,ko,verb,/sʰo̞ɡi/,oy,laughing gas,311:479:496:759:772:845:979:998:1192:1207,617:743:758:771:1043:1052:1076:1080:1174:1177:1197:1226:1282,148:338:1178,笑气,gas ketawa
133,cakar,id,verb,/tʃakar/,ɶɶ,claw,306:342:445:478:482:489:501:514:715,584:607:618:627:789:864:1099:1180:1188:1195:1203:1221:1229:1248:1257:1263:1275:1283,100:244:604:1122:1176,爪,cakar
134,焼く,ja,verb,/jakɯ/,ɶu,Bake,178:230:231:429:433:434:466:485:490:790:932,561:706:745:791:866:904:940:1017:1100:1109:1153:1193:1201:1209:1222:1245:1265:1274,165:181:233:249:431:435:504:773:1078:1097,烤,Membakar
135,粗い,ja,adjective,/aɾai/,ɶɶy,rough,40:76:78:83:85:184:197:208:222:239:266:337:441:497:656:781:826:841:869,637:650:658:672:698:746:766:800:832:843:899:909:914:923:945:952:964:977:987:1168:1172:1199:1200:1204:1238,60:113:131:137:367:676,粗糙的,kasar
136,kasar,id,adjective,/kasar/,ɶɶ,Rough,306:342:445:478:482:489:501:514:715,584:607:618:627:789:864:1099:1180:1188:1195:1203:1221:1229:1248:1257:1263:1275:1283,100:244:604:1122:1176,粗糙的,kasar
137,memarahi,id,adjective,/məmarahi/,əɶɶy,Scolding,443:497:656:781:826:839:841:869,521:545:547:637:650:658:672:698:726:746:766:800:832:843:909:914:945:948:952:964:977:987:1056:1168:1200:1204:1238,14:30:131:135:214:220:297:315:319:356:476:676,责骂,memarahi
138,叱る,ja,verb,/ɕikaɾɯ/,yɶu,Scold,241:615:895,534:679:724:728:750:805:819:824:847:861:908:961:1084:1159:1190:1217:1225:1239:1280,111:206:299,骂,Memarahi
139,사실,ko,verb,/sʰa̠ɕʰiɭ/,ɶy,Actually,143:283:284:417:419:436:461:708:902:941:942:1189,518:567:569:581:751:756:844:906:936:1038:1051:1191:1212:1258:1260,166:450:488:517:903:999:1101,实际上,Sebenarnya
140,모토,ko,adjective,/mo̞tʰo̞/,oo,motto,33:288:289:381:395:494:511:512:651:1169,575:1063:1092:1134:1261,243:298:377:386:753,座右铭,motto
141,미라,ko,adjective,/miɾa̠/,yɶ,Mummy,391:453:984,611:754:1050:1157:1196:1220:1277,314:502:508:978:1135:1216,木乃伊,Mumi
142,가하다,ko,adjective,/ka̠ɦa̠da̠/,ɶɶɶ,inflict,102:186:291:336:684:702:709:891:1069:1194,609:633:647:690:716:727:731:742:755:760:779:830:834:840:874:885:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:120:191:204:235:322:374:556:835,造成,menimbulkan
143,bati,eo,verb,/bati/,ɶy,beat,139:282:283:309:313:417:461:484:510:708:902:941:1058:1235,518:538:567:569:574:581:582:597:625:751:756:844:906:936:1038:1051:1173:1191:1208:1212:1234:1236:1258:1260,96:166:232:312:387:450:488:517:903:999:1101,打,mengalahkan
144,薄暗い,ja,adjective,/ɯsɯgɯɾai/,uuuɶy,dim,45:94:110:290:326:361:373:409:718:880:913:1062:1110:1116,707:723:793:856:967:986:990:1036:1041:1059:1071:1198:1268:1278,109:682:960,暗淡,redup
145,kacau,id,adjective,/katʃau/,ɶɶu,Chaotic,3:6:10:52:127:155:188:209:213:247:278:296:302:304:316:323:363:428:446:630:865:951,548:553:558:563:570:572:583:590:598:612:621:632:725:740:757:767:803:863:905:930:944:1064:1129:1205:1233,19:573:736:1147,混乱的,kacau
146,mumi,id,adjective,/mumi/,uy,mummy,162:310:389:418:432:770:937:1098:1244,532:934:1049:1085:1183:1219:1232,308:483:491:1053:1106,木乃伊,mumi
147,보리,ko,verb,/po̞ɾi/,oy,barley,311:479:496:759:772:845:979:998:1192:1207,617:743:758:771:1043:1052:1076:1080:1174:1177:1197:1226:1282,148:338:1178,大麦,jelai
148,hobi,id,adjective,/hobi/,oy,hobby,132:147:164:311:345:479:480:496:507:759:772:845:979:998:1192:1207,617:743:758:771:938:1043:1052:1076:1080:1174:1197:1226:1282,163:234:338:380:388:463:487:1178,爱好,hobi
149,찬양하다,ko,verb,/t͡ɕʰa̠ɲja̠ŋɦa̠da̠/,bɶɶɶɶ,Praise,102:186:291:336:684:702:709:891:1069:1194,609:633:647:690:716:727:731:742:755:760:779:830:834:840:874:885:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:120:191:204:235:322:374:556:835,称赞,Memuji
150,bangun,id,adjective,/baŋun/,ɶum,Wake up,28:318:329:332:348:372:802:910:1136:1247,524:638:675:761:782:836:860:1009:1214,58:169:179:215:225:226:267:346:901,醒来,bangun
151,mulia,id,adjective,/mulia/,uyɶ,noble,20:67:119:200:300:324:328:364:410:495:700:1121:1123:1140,602:620:642:722:732:744:822:827:829:881:907:955:983:1002:1077:1111:1158:1175:1231,108:271:349:413:1284,高贵,mulia
152,静か,ja,adjective,/ɕizɯka/,yuɶ,quiet,39:47:218:437:499:868:1023,591:603:657:699:884:963:971:1025:1103:1144:1160:1185,189:796:1154:1250,安静的,diam
153,cabul,id,adjective,/tʃabul/,ɶub,While,382:717:1045:1170,661:785:797:810:862:1039:1279,713:872:943,尽管,cabul
154,시작하다,ko,verb,/ɕʰid͡ʑa̠kʰa̠da̠/,ybɶɶɶ,Start,102:186:291:336:684:702:709:891:1069:1194,609:633:647:690:716:727:731:742:755:760:779:830:834:840:874:885:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:120:191:204:235:322:374:556:835,开始,Mulailah
155,探す,ja,verb,/sagasɯ/,ɶɶu,look for,630:865:951,632:649:710:725:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,145:736:1147,寻找,mencari
156,solida,eo,adjective,/solida/,oyɶ,solid,117:211:277:957:1037:1112:1113,586:605:673:688:769:820:848:857:870:994:1011:1083:1151:1264,32:46:663:784:1141,坚硬的,padat
157,통과하다,ko,verb,/tʰo̞ŋɡwa̠ɦa̠da̠/,omɶɶɶ,Pass,102:186:291:336:684:702:709:891:1069:1194,609:633:647:690:716:727:731:742:755:760:779:830:834:840:874:885:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:120:191:204:235:322:374:556:835,经过,Lulus
158,mabuk,id,adjective,/mabuʔ/,ɶub,drunk,382:717:1045:1170,661:785:797:810:862:1039:1279,713:872:943,醉,mabuk
159,organizi,eo,verb,/organizi/,oɶyy,to organize,125:212:320:674:681:764:1087:1120,526:639:640:667:763:808:811:816:849:850:855:859:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:852:1021:1070:1242,举办,untuk mengatur
160,malang,id,adjective,/malaŋ/,ɶɶm,poor,124:187:216:253:401:416:421:472:474:1086,533:539:540:565:580:589:594:596:646:664:694:738:741:768:775:798:962:988:1015:1042:1256,79:95:202:402:405:470:659,较差的,malang
161,正しい,ja,adjective,/tadaɕii/,ɶɶyy,correct,15:21:50:125:159:182:194:212:292:320:674:681:764:919:1087:1108:1120,640:667:763:808:811:816:849:850:855:859:927:931:991:1156,739:852:1021:1070:1242,正确的,benar
162,둥이,ko,verb,/tuŋi/,uy,Round,310:389:418:770:937:1098:1244,532:934:1049:1085:1107:1127:1183:1219,146:308:438:1053:1106,圆形的,Bulat
163,도시,ko,adjective,/to̞ɕʰi/,oy,city,311:479:496:759:772:845:979:998:1192:1207,617:743:758:771:1043:1052:1076:1080:1174:1177:1197:1226:1282,148:338:1178,城市,kota
164,고리,ko,verb,/ko̞ɾi/,oy,ring,311:479:496:759:772:845:979:998:1192:1207,617:743:758:771:1043:1052:1076:1080:1174:1177:1197:1226:1282,148:338:1178,戒指,cincin
165,jauh,id,adjective,/dʒauh/,ɶu,far,93:134:178:231:305:359:403:411:429:433:434:466:485:492:790:932,541:559:561:576:791:842:866:904:940:1017:1096:1100:1109:1153:1193:1201:1209:1222:1245:1265:1274,233:280:773:1078:1097,远的,jauh
166,亡き,ja,adjective,/naki/,ɶy,late,139:143:282:284:309:313:417:419:436:461:484:510:708:902:941:942:1058:1189:1235,538:569:574:582:597:625:751:756:844:906:936:1038:1051:1173:1191:1208:1212:1234:1236:1258,96:232:312:387:488:903:999:1101,晚了,terlambat
167,기갑,ko,verb,/kiɡa̠p̚/,yɶb,Armor,36:53:75,654:689:774:925:992:1119:1164,227:268:347:420:652:1114:1223,盔甲,Baju zirah
168,tajam,id,adjective,/tadʒam/,ɶɶm,sharp,124:187:216:253:401:416:421:472:474:1086,533:539:540:565:580:589:594:596:646:664:694:738:741:768:775:798:962:988:1015:1042:1256,79:95:202:402:405:470:659,锋利的,tajam
169,빠른,ko,adjective,/p͈a̠ɾɯn/,ɶum,fast,285:802:910,551:638:675:761:782:836:860:1009:1214,150:454:475,快速地,cepat
170,riang,id,adjective,/riaŋ/,yɶm,Cheerfulness,27:250:660:765:922,531:552:648:762:777:792:828:959:1211,183:273:1165,快乐,riang
171,gaja,eo,adjective,/gaia/,ɶyɶ,cheerful,80:126:223:426:730:858:1072:1179:1181:1227,554:568:644:653:680:778:804:807:831:833:886:889:890:915:929:1149:1286,65:116:735:801,快乐,riang
172,malang,id,verb,/malaŋ/,ɶɶm,poor,124:187:216:253:401:416:421:472:474:1086,533:539:540:565:580:589:594:596:646:664:694:738:741:768:775:798:962:988:1015:1042:1256,79:95:202:402:405:470:659,较差的,malang
173,magia,eo,adjective,/magia/,ɶyɶ,magic,80:126:223:426:730:858:1072:1179:1181:1227,554:568:644:653:680:778:804:807:831:833:886:889:890:915:929:1149:1286,65:116:735:801,魔法,sihir
174,암기하다,ko,verb,/a̠mɡiɦa̠da̠/,ɶmyɶɶ,memorize,4:301:317:350:665:704:720:888:1102:1218:1228:1266,519:520:530:579:588:592:685:714:794:795:867:879:924:949:980:993:1000:1035:1061:1130:1143:1237:1243,70:72:73:366:392:687:814:966:1131:1150,记住,menghafal
175,takut,id,adjective,/takut/,ɶub,afraid,382:717:1045:1170,661:785:797:810:862:1039:1279,713:872:943,害怕,takut
176,sovaĝa,eo,adjective,/sovad͡ʒa/,oɶɶ,Wild,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1008:1146,562:600:613:641:655:670:691:692:695:719:752:776:823:838:883:926:958:1001:1128:1145,254:265:786:1031,荒野,Liar
177,motivasi,id,verb,/motivasi/,oyɶy,motivation,106:321:369:875:898:969:1016:1132,536:593:623:721:780:788:812:871:897:911:982:995:1018:1026:1054:1093:1138:1162:1182:1186:1215:1251,1:43:59:333:422:467:629:813:1012:1104:1105,动机,motivasi
178,laŭ,eo,verb,/lau/,ɶu,According to,93:134:230:231:305:359:403:411:429:433:434:466:485:490:492:790:932,541:559:561:576:706:745:791:842:866:904:940:1017:1096:1100:1109:1153:1193:1201:1209:1222:1245:1265:1274,165:181:233:249:280:431:435:504:773:1078:1097,根据,Berdasarkan
179,같은,ko,adjective,/ka̠tʰɯn/,ɶum,same,285:802:910,551:638:675:761:782:836:860:1009:1214,150:454:475,相同的,sama
180,sama,id,adjective,/sama/,ɶɶ,same,306:342:445:478:482:489:501:514:715,584:607:618:627:789:864:1099:1180:1188:1195:1203:1221:1229:1248:1257:1263:1275:1283,100:244:604:1122:1176,相同的,sama
181,malu,id,adjective,/malu/,ɶu,shy,93:134:178:231:305:359:403:411:429:433:434:466:485:492:790:932,541:559:561:576:791:842:866:904:940:1017:1096:1100:1109:1153:1193:1201:1209:1222:1245:1265:1274,233:280:773:1078:1097,害羞的,malu
182,akiri,eo,verb,/akiri/,ɶyy,to obtain,125:212:320:674:681:764:1087:1120,526:639:640:667:763:808:811:816:849:850:855:859:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:852:1021:1070:1242,获得,untuk memperoleh
183,비싼,ko,adjective,/pis͈a̠n/,yɶm,expensive,660:765:922,552:555:648:762:777:792:828:959:1211,41:170:219:1165,昂贵的,mahal
184,menangani,id,verb,/mənaŋani/,əɶɶy,handle,443:497:656:781:826:839:841:869,521:545:547:637:650:658:672:698:726:746:766:800:832:843:909:914:945:948:952:964:977:987:1056:1168:1200:1204:1238,14:30:131:135:214:220:297:315:319:356:476:676,处理,menangani
185,シニカル,ja,adjective,/ɕinikaɾɯ/,yyɶu,cynical,241:615:895,534:679:724:728:750:805:819:824:847:861:908:961:1084:1159:1190:1217:1225:1239:1280,111:206:299,愤世嫉俗,sinis
186,変わった,ja,verb,/kaɰᵝatːa/,ɶɶɶ,Changing,2:8:12:88:97:101:102:118:130:149:154:157:229:240:276:293:331:336:397:684:702:709:891:1069:1194:1253,564:571:633:647:716:727:731:742:755:760:779:830:834:837:840:874:885:887:894:950:1046:1060:1137:1210:1213,26:44:114:120:142:191:204:235:374:835,改变,Berubah
187,查看,zh-cn,verb,/ʈʂʰa˧˥ kʰan˥˩/,ɶɶm,Check,25:48:124:128:172:216:264:378:401:421:456:472:474:1166,539:540:565:580:589:596:619:664:694:738:741:768:775:798:962:1015:1042:1256,37:79:81:95:160:168:202:255:330:402:405:447:470:659,查看,Memeriksa
188,敬う,ja,verb,/ɯjamaɯ/,uɶɶu,respect,630:865:951,632:649:710:725:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,145:736:1147,尊重,menghormati
189,ambigua,eo,adjective,/ambigua/,ɶmyuɶ,ambiguous,39:47:218:437:499:868:1023,549:591:603:699:884:946:963:971:1025:1103:1144:1160:1185:1272,152:796:1154:1250,模糊的,ambigu.
190,bagus,id,adjective,/bagus/,ɶub,very nice,382:717:1045:1170,661:785:797:810:862:1039:1279,713:872:943,非常好,bagus
191,bersahaja,id,adjective,/bərsahadʒa/,əɶɶɶ,homely,2:8:12:88:97:101:118:130:149:154:157:186:229:240:276:291:293:331:397:684:702:891:1069:1194:1253,564:571:609:633:690:716:727:731:742:755:779:834:837:840:874:885:887:894:916:950:1030:1046:1060:1137:1213,26:44:69:114:142:204:235:322:374:556:835,家常,bersahaja
192,引っ張る,ja,verb,/çipːaɾɯ/,yɶu,pull,241:615:895,534:679:724:728:750:805:819:824:847:861:908:961:1084:1159:1190:1217:1225:1239:1280,111:206:299,拉,Tarik
193,보존하다,ko,verb,/po̞d͡ʑo̞nɦa̠da̠/,oboɶɶ,Preserve,817:1008:1146,600:641:655:670:691:692:695:719:752:776:823:838:883:926:958:1001:1128,176:228:643:786:799:1031:1079:1270,保存,Melestarikan
194,senarmigi,eo,verb,/senarmigi/,øɶyy,disarm,125:212:320:674:681:764:1087:1120,526:639:640:667:763:808:811:816:849:850:855:859:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:852:1021:1070:1242,解除武装,melucuti senjata
195,제공하다,ko,verb,/t͡ɕe̞ɡo̞ŋɦa̠da̠/,bøoɶɶ,Offer,817:1008:1146,600:641:655:670:691:692:695:719:752:776:823:838:883:926:958:1001:1128,176:228:643:786:799:1031:1079:1270,提供,Menawarkan
196,malriĉa,eo,adjective,/malrit͡ʃa/,ɶyɶ,poor,80:126:223:426:730:858:1072:1179:1181:1227,554:568:644:653:680:778:804:807:831:833:886:889:890:915:929:1149:1286,65:116:735:801,较差的,miskin
197,mengamati,id,verb,/məŋamati/,əɶɶy,observe,443:497:656:781:826:839:841:869,521:545:547:637:650:658:672:698:726:746:766:800:832:843:909:914:945:948:952:964:977:987:1056:1168:1200:1204:1238,14:30:131:135:214:220:297:315:319:356:476:676,观察,mengamati
198,궁금하다,ko,verb,/kuŋɡɯmɦa̠da̠/,umuɶɶ,wonder,671:711:896:1184,535:560:601:628:635:645:666:677:696:806:854:893:1024:1028:1055:1073:1094:1125:1187:1206:1255,24:98:365:384:493:975:1271,想知道,bertanya-tanya
199,menawarkan,id,verb,/mənawarkan/,əɶɶɶm,offer,252:683:809:981,634:733:737:787:818:846:972:973:1003:1004:1029:1262,9:821:1065,提供,menawarkan
200,꾸리다,ko,verb,/k͈uɾida̠/,uyɶ,manage,328:700:1121:1123:1140,602:620:642:732:744:822:827:829:881:907:955:983:1002:1034:1077:1111:1158:1175:1231,108:151:271:413:516:953:1284,管理,mengelola
201,takut,id,verb,/takut/,ɶub,afraid,382:717:1045:1170,661:785:797:810:862:1039:1279,713:872:943,害怕,takut
202,반란,ko,adjective,/pa̠ɭɭa̠n/,ɶɶm,Rebellion,25:48:128:172:187:253:264:378:416:456:1086:1166,533:540:565:589:594:619:646:664:694:738:741:768:962:988:1015:1042:1256,37:81:160:168:255:330:447:659,叛乱,Pemberontakan
203,melodia,eo,adjective,/melodia/,øoyɶ,Melodia,117:211:277:957:1037:1112:1113,586:605:673:688:769:820:848:857:870:994:1011:1083:1151:1264,32:46:663:784:1141,格罗迪亚,Melodia.
204,barbara,eo,adjective,/barbara/,ɶɶɶ,Barbara,2:8:12:88:97:101:102:118:130:149:154:157:186:229:240:276:291:293:331:336:397:684:702:709:891:1069:1194:1253,564:571:609:633:647:690:716:727:731:742:760:779:830:834:837:840:874:885:887:916:950:1030:1137:1210,69:114:120:142:191:322:556:835,芭芭拉,Barbara.
205,인식하다,ko,adjective,/inɕʰikʰa̠da̠/,ymyɶɶ,Cognize,4:301:317:350:665:704:720:888:1102:1218:1228:1266,519:520:530:579:588:592:685:714:794:795:867:879:924:949:980:993:1000:1035:1061:1130:1143:1237:1243,70:72:73:366:392:687:814:966:1131:1150,认识,Mengetahui
206,berkilau,id,adjective,/bərkilau/,əyɶu,sparkling,7:31:64:74:138:192:258:371:415:425:440:457:465:895:997,522:527:528:534:557:616:679:724:750:805:815:819:847:861:908:961:1084:1159:1190:1217:1225:1280,62:185:424,闪闪发光,berkilau
207,悲しみ,ja,adjective,/kanaɕimi/,ɶɶyy,sorrow,15:21:50:125:159:182:194:212:292:320:674:681:764:919:1087:1108:1120,640:667:763:808:811:816:849:850:855:859:927:931:991:1156,739:852:1021:1070:1242,悲哀,kesedihan
208,memahami,id,verb,/məmahami/,əɶɶy,understand,443:497:656:781:826:839:841:869,521:545:547:637:650:658:672:698:726:746:766:800:832:843:909:914:945:948:952:964:977:987:1056:1168:1200:1204:1238,14:30:131:135:214:220:297:315:319:356:476:676,理解,memahami
209,違う,ja,verb,/tagaɯ/,ɶɶu,Wrong,630:865:951,632:649:710:725:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,145:736:1147,错误的,Salah
210,의지하다,ko,verb,/ɰid͡ʑiɦa̠da̠/,ybyɶɶ,Rely,4:301:317:350:665:704:720:888:1102:1218:1228:1266,519:520:530:579:588:592:685:714:794:795:867:879:924:949:980:993:1000:1035:1061:1130:1143:1237:1243,70:72:73:366:392:687:814:966:1131:1150,依靠,Mengandalkan
211,돌리다,ko,verb,/to̞ɭʎida̠/,oyɶ,turn,957:1037:1113,605:673:688:769:820:857:870:994:1011:1083:1151:1264:1273,56:156:203:236:257:295:375:407:663:784:1027:1141,转动,belok
212,menghadiri,id,verb,/məŋhadiri/,əɶyy,attend,15:21:50:159:182:194:292:674:681:764:919:1087:1108,526:639:640:667:763:808:811:816:849:850:855:859:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:1021:1070:1242,参加,menghadiri
213,飾る,ja,verb,/kazaɾɯ/,ɶɶu,decorate,630:865:951,632:649:710:725:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,145:736:1147,装饰,menghias
